ZERNIKE_MAGNITUDE_00,ZERNIKE_MAGNITUDE_11,ZERNIKE_MAGNITUDE_20,ZERNIKE_MAGNITUDE_22,ZERNIKE_MAGNITUDE_31,ZERNIKE_MAGNITUDE_33,ZERNIKE_MAGNITUDE_40,ZERNIKE_MAGNITUDE_42,ZERNIKE_MAGNITUDE_44,ZERNIKE_MAGNITUDE_51,ZERNIKE_MAGNITUDE_53,ZERNIKE_MAGNITUDE_55,FIRSTORDER_MAX,FIRSTORDER_MIN,FIRSTORDER_MEAN,FIRSTORDER_MEDIAN,FIRSTORDER_KURTOSIS,FIRSTORDER_SKEWNESS,FIRSTORDER_SUM,FIRSTORDER_LOGSUM,FIRSTORDER_INVERSESUM,FIRSTORDER_SQUARESUM,FIRSTORDER_VARIANCE,FIRSTORDER_STDDEV,FIRSTORDER_SIZE,FIRSTORDER_MOMENT1,FIRSTORDER_MOMENT2,FIRSTORDER_MOMENT3,FIRSTORDER_MOMENT4,FIRSTORDER_GEOMETRICMEAN,FIRSTORDER_HARMONICMEAN,HARALICK_ASM_DIAGONAL,HARALICK_ASM_ANTIDIAGONAL,HARALICK_ASM_HORIZONTAL,HARALICK_ASM_VERTICAL,HARALICK_CONTRAST_DIAGONAL,HARALICK_CONTRAST_ANTIDIAGONAL,HARALICK_CONTRAST_HORIZONTAL,HARALICK_CONTRAST_VERTICAL,HARALICK_CORRELATION_DIAGONAL,HARALICK_CORRELATION_ANTIDIAGONAL,HARALICK_CORRELATION_HORIZONTAL,HARALICK_CORRELATION_VERTICAL,HARALICK_DE_DIAGONAL,HARALICK_DE_ANTIDIAGONAL,HARALICK_DE_HORIZONTAL,HARALICK_DE_VERTICAL,HARALICK_DV_DIAGONAL,HARALICK_DV_ANTIDIAGONAL,HARALICK_DV_HORIZONTAL,HARALICK_DV_VERTICAL,HARALICK_ENTROPY_DIAGONAL,HARALICK_ENTROPY_ANTIDIAGONAL,HARALICK_ENTROPY_HORIZONTAL,HARALICK_ENTROPY_VERTICAL,HARALICK_ICM1_DIAGONAL,HARALICK_ICM1_ANTIDIAGONAL,HARALICK_ICM1_HORIZONTAL,HARALICK_ICM1_VERTICAL,HARALICK_ICM2_DIAGONAL,HARALICK_ICM2_ANTIDIAGONAL,HARALICK_ICM2_HORIZONTAL,HARALICK_ICM2_VERTICAL,HARALICK_IFDM_DIAGONAL,HARALICK_IFDM_ANTIDIAGONAL,HARALICK_IFDM_HORIZONTAL,HARALICK_IFDM_VERTICAL,HARALICK_SA_DIAGONAL,HARALICK_SA_ANTIDIAGONAL,HARALICK_SA_HORIZONTAL,HARALICK_SA_VERTICAL,HARALICK_SE_DIAGONAL,HARALICK_SE_ANTIDIAGONAL,HARALICK_SE_HORIZONTAL,HARALICK_SE_VERTICAL,HARALICK_SV_DIAGONAL,HARALICK_SV_ANTIDIAGONAL,HARALICK_SV_HORIZONTAL,HARALICK_SV_VERTICAL,HARALICK_VARIANCE_DIAGONAL,HARALICK_VARIANCE_ANTIDIAGONAL,HARALICK_VARIANCE_HORIZONTAL,HARALICK_VARIANCE_VERTICAL,HARALICK_CLUSTERPROMENENCE_DIAGONAL,HARALICK_CLUSTERPROMENENCE_ANTIDIAGONAL,HARALICK_CLUSTERPROMENENCE_HORIZONTAL,HARALICK_CLUSTERPROMENENCE_VERTICAL,HARALICK_CLUSTERSHADE_DIAGONAL,HARALICK_CLUSTERSHADE_ANTIDIAGONAL,HARALICK_CLUSTERSHADE_HORIZONTAL,HARALICK_CLUSTERSHADE_VERTICAL,HARALICK_TEXTUREHOMOGENEITY_DIAGONAL,HARALICK_TEXTUREHOMOGENEITY_ANTIDIAGONAL,HARALICK_TEXTUREHOMOGENEITY_HORIZONTAL,HARALICK_TEXTUREHOMOGENEITY_VERTICAL,HARALICK_MAXPROBABILITY_DIAGONAL,HARALICK_MAXPROBABILITY_ANTIDIAGONAL,HARALICK_MAXPROBABILITY_HORIZONTAL,HARALICK_MAXPROBABILITY_VERTICAL,TAMURA_COARSENESS,TAMURA_CONTRAST,TAMURA_DIRECTIONALITY,ID,CLASS
5.09E-04,3.95E-06,0.001526412,1.76E-07,1.58E-05,4.45E-09,0.002541058,8.78E-07,9.51E-11,3.54E-05,2.67E-08,3.51E-12,174,0,0.092773438,0,1552.704676,38.48014384,6080,#NOME?,Infinity,752868,11.47942226,3.38812961,65536,0,11.47924709,1496.637882,204610.9742,0,0,0.997971061,0.998124696,0.998132017,0.998162625,10.31101884,6.075724721,5.589093137,4.963572304,0.792883849,0.877957674,0.887292651,0.899906646,0.011842018,0.010930459,0.010802331,0.010402538,10.31101884,6.075724721,5.589093137,4.963572304,0.01211917,0.01124891,0.011200612,0.011023494,-0.708108129,-0.800877024,-0.801743191,-0.820691521,0.114880757,0.122121432,0.121970063,0.123392061,0.998994412,0.999085898,0.999071787,0.999118048,2.274263745,2.274263745,2.273192402,2.273192402,0.011969934,0.011061196,0.011081211,0.010959786,94.37445588,98.61386248,98.70691246,99.33298266,24.91067632,24.91067632,24.81336899,24.81336899,1.28E+07,1.39E+07,1.41E+07,1.41E+07,32660.09575,34961.86414,35270.05612,35486.06239,0.999017802,0.99912162,0.999110221,0.999148708,0.998985006,0.999061899,0.999065564,0.999080882,0.369094849,0.539743971,0.835794141,534551fae4b0601736292262,0
5.48E-04,3.98E-06,0.001643835,7.55E-08,1.59E-05,9.43E-10,0.002736559,3.77E-07,2.96E-11,3.58E-05,5.65E-09,4.62E-13,218,0,0.116790771,0,1611.855352,38.96817605,7654,#NOME?,Infinity,1159586,17.68050787,4.2048196,65536,0,17.68023809,2897.024597,503866.561,0,0,0.997940333,0.997909608,0.998040192,0.998009586,6.326243752,7.116647443,3.812346814,4.358302696,0.870531473,0.854355618,0.921673422,0.910456485,0.012105046,0.012413535,0.011350502,0.011578107,6.326243752,7.116647443,3.812346814,4.358302696,0.012406339,0.012570817,0.011827735,0.011991631,-0.784320016,-0.768203026,-0.836855923,-0.820738285,0.126019591,0.124728312,0.129905975,0.128659428,0.998975807,0.998958436,0.999042039,0.999034071,2.27561707,2.27561707,2.274540441,2.274540441,0.012249056,0.012528178,0.011785263,0.011949159,96.52294843,95.7312813,98.65262359,98.10592602,24.45057634,24.45057634,24.35506628,24.35506628,1.37E+07,1.34E+07,1.44E+07,1.42E+07,34156.48504,33677.20826,35512.85309,35180.83896,0.999006059,0.998987951,0.999083879,0.999064763,0.998969627,0.998954248,0.999019608,0.999004289,0.460067749,0.663614477,1.057800894,534551fde4b0601736292430,0
2.94E-04,3.11E-06,8.81E-04,8.33E-09,1.24E-05,1.23E-09,0.001466924,4.16E-08,2.92E-11,2.80E-05,7.37E-09,2.64E-13,149,0,0.05368042,0,2451.258734,48.94409869,3518,#NOME?,Infinity,427768,6.524439647,2.554298269,65536,0,6.524340092,815.6712643,104345.9483,0,0,0.998831571,0.998800831,0.998866753,0.998866752,8.695424837,10.19161861,6.921691176,7.153890931,0.774804551,0.736055895,0.820038314,0.814001197,0.006954148,0.007131905,0.006701651,0.006124997,8.695424837,10.19161861,6.921691176,7.153890931,0.006996786,0.00720391,0.006765359,0.006829068,-0.720342738,-0.682461411,-0.758226874,-0.746533281,0.088579325,0.086227689,0.090707351,0.090008039,0.999424135,0.999402575,0.999435568,0.999481356,2.185374856,2.185374856,2.184650735,2.184650735,0.006975467,0.00720391,0.006722887,0.006722887,73.2755814,71.7783924,74.74573215,74.5135324,19.31498372,19.31498372,19.23953456,19.23953456,1.19E+07,1.13E+07,1.25E+07,1.25E+07,27804.16016,26761.18406,28934.52438,28764.74621,0.999437507,0.999417234,0.999454885,0.999500435,0.999415609,0.999400231,0.999433211,0.999433211,0.246154785,0.363014791,1.133335812,5345520be4b0601736292dc2,0
0.001537091,1.60E-05,0.004603915,3.03E-07,6.40E-05,8.77E-09,0.007648705,1.51E-06,3.32E-10,1.43E-04,5.25E-08,8.47E-12,193,0,0.31678772,0,529.3234381,22.49159375,20761,#NOME?,Infinity,2972869,45.26271718,6.727757217,65536,0,45.26202652,6849.06303,1084432.109,0,0,0.994563394,0.994594068,0.994737379,0.994767932,11.0923491,10.09765475,7.063848039,6.515594363,0.930557647,0.936784815,0.955604573,0.959050281,0.030189205,0.03017612,0.028717326,0.027996256,11.0923491,10.09765475,7.063848039,6.515594363,0.032791968,0.032550285,0.031642787,0.031635584,-0.819396047,-0.828097325,-0.856691711,-0.856951965,0.210945471,0.212037113,0.215206162,0.215238079,0.997354145,0.997344545,0.997410173,0.997533995,2.844752018,2.844752018,2.841452206,2.841452206,0.032112152,0.031985113,0.031117089,0.031016927,316.2878715,317.2832805,319.0582627,319.6070794,80.04570799,80.04570799,79.73302944,79.73302944,5.12E+07,5.14E+07,5.21E+07,5.22E+07,122526.2531,123002.7261,124261.4425,124529.5771,0.997465511,0.99746305,0.997545084,0.997682854,0.99727797,0.997293349,0.997365196,0.997380515,0.856491089,1.402620008,0.468825613,5345520de4b0601736292ee4,0
3.92E-04,5.78E-06,0.001174232,2.11E-08,2.31E-05,2.73E-09,0.001955007,1.05E-07,7.12E-11,5.19E-05,1.64E-08,1.27E-12,254,0,0.092681885,0,2861.895912,51.95581688,6074,#NOME?,Infinity,1186878,18.10200733,4.254645382,65536,0,18.10173111,4001.513459,937793.6918,0,0,0.998462735,0.998432002,0.998529966,0.998591194,19.76326028,21.91363322,18.64561887,14.45836397,0.462301477,0.403796334,0.490720693,0.605089773,0.009090461,0.00921753,0.008700899,0.008095001,19.76326028,21.91363322,18.64561887,14.45836397,0.009218377,0.00938286,0.008793859,0.008495309,-0.732881383,-0.710272364,-0.786895255,-0.828079883,0.102989678,0.101396968,0.106506611,0.109241969,0.999241399,0.999217043,0.999278783,0.999332591,2.187404844,2.187404844,2.186672794,2.186672794,0.009090461,0.009209483,0.008708914,0.008410365,58.49235512,56.34146367,59.32145567,63.51001112,18.38641775,18.38641775,18.3145958,18.3145958,6068223.836,5209497.814,6415067.374,8546548.786,17187.22338,15655.46091,17788.32959,21231.36875,0.999259255,0.999233411,0.999300566,0.999364797,0.999231065,0.999215686,0.999264706,0.999295343,0.382507324,0.581701133,0.789986471,5345520fe4b0601736292fbe,0
3.13E-04,4.53E-06,9.39E-04,5.90E-08,1.81E-05,1.22E-09,0.001564493,2.95E-07,1.79E-11,4.07E-05,7.30E-09,3.14E-13,186,0,0.055618286,0,3000.40279,53.25765923,3645,#NOME?,Infinity,481157,7.338891758,2.709038899,65536,0,7.338779775,1058.833804,161599.6907,0,0,0.998739354,0.998770093,0.998836132,0.998805514,6.653194925,5.188835063,3.315655637,3.631403186,0.761298353,0.813836286,0.88057544,0.869202723,0.00751156,0.007118633,0.006744123,0.007071928,6.653194925,5.188835063,3.315655637,3.631403186,0.007596838,0.007389715,0.007035443,0.007178109,-0.699019198,-0.734489687,-0.790833872,-0.766314111,0.090168489,0.092418343,0.095711019,0.094222289,0.999370526,0.999400996,0.999438474,0.999403353,2.153817762,2.153817762,2.153216912,2.153216912,0.00751156,0.007368395,0.006971734,0.007156873,53.69829528,55.16326972,56.81791132,56.5013691,13.9421276,13.9421276,13.88766617,13.88766617,7162054.238,7682539.922,8257669.489,8199223.899,18047.82737,19030.56488,20095.64926,19988.36627,0.999382757,0.999413222,0.999459672,0.999416985,0.999369473,0.999384852,0.999417892,0.999402574,0.264328003,0.366033092,1.468711179,53455216e4b0601736293274,0
2.15E-04,2.20E-06,6.46E-04,1.69E-08,8.79E-06,2.05E-10,0.001076067,8.43E-08,3.98E-12,1.98E-05,1.23E-09,1.05E-13,130,0,0.030044556,0,3750.098777,59.93194905,1969,#NOME?,Infinity,189697,2.893687988,1.701084356,65536,0,2.893643833,295.0094676,31401.19024,0,0,0.999108242,0.999077498,0.999142348,0.999172972,5.935993849,7.317770088,5.025122549,3.946936275,0.736129319,0.674705698,0.775744241,0.823860378,0.005295169,0.005489023,0.005141571,0.004935194,5.935993849,7.317770088,5.025122549,3.946936275,0.005367175,0.005552981,0.005162807,0.004998902,-0.680155966,-0.634464194,-0.725848241,-0.7662991,0.074272917,0.071741441,0.076582924,0.0786815,0.999555256,0.999542404,0.999571408,0.999591887,2.118908112,2.118908112,2.118443627,2.118443627,0.005337808,0.005523615,0.005120335,0.004977666,43.52287497,42.14031333,44.25700841,45.33579771,11.25145532,11.25145532,11.20750432,11.20750432,5822645.931,5334805.242,6137021.847,6464846.004,14548.77768,13625.75078,15082.50488,15748.26285,0.999565325,0.999552926,0.999579964,0.999606851,0.999554018,0.999538639,0.999571078,0.999586397,0.153244019,0.217377792,1.342243677,53455229e4b0601736293cc4,0
1.86E-04,1.55E-06,5.58E-04,1.82E-08,6.21E-06,3.44E-10,9.29E-04,9.10E-08,5.66E-12,1.40E-05,2.06E-09,1.50E-13,129,0,0.032958984,0,3575.226584,59.52685649,2160,#NOME?,Infinity,247914,3.781838843,1.944695051,65536,0,3.781781137,437.7916521,51133.98118,0,0,0.999138985,0.99923122,0.999264847,0.999264847,13.77805459,8.489257978,7.720067402,7.113511029,0.539922161,0.716526057,0.741200282,0.761533863,0.00509609,0.004501255,0.004329281,0.004371753,13.77805459,8.489257978,7.720067402,7.113511029,0.005202687,0.004581307,0.004443477,0.004443477,-0.486310723,-0.66709738,-0.702560137,-0.702560137,0.05777029,0.067640592,0.06928709,0.06928709,0.999574598,0.999626237,0.999639716,0.999634673,2.131672434,2.131672434,2.131158088,2.131158088,0.00509609,0.004559988,0.004379769,0.004401005,50.63872249,55.92979952,56.46367353,57.07013957,14.97794493,14.97794493,14.91943734,14.91943734,7679223.882,9819476.886,9820555.989,1.02E+07,18093.29338,21903.13187,22086.93605,22676.89215,0.999586415,0.999638775,0.999659595,0.999648911,0.999569396,0.999615532,0.999632353,0.999632353,0.168960571,0.251492835,1.226462488,53455237e4b0601736294542,0
8.13E-04,6.01E-06,0.002435751,4.83E-08,2.40E-05,3.36E-09,0.004052741,2.41E-07,4.64E-11,5.39E-05,2.01E-08,2.59E-12,254,0,0.308898926,0,789.5762382,28.07244956,20244,#NOME?,Infinity,4940730,75.29528725,8.677285708,65536,0,75.29413834,18341.37971,4476407.957,0,0,0.99698808,0.997018788,0.9971528,0.997122205,26.22782007,24.70868128,17.32870711,19.05514706,0.828594747,0.838522693,0.886309098,0.874982199,0.015126117,0.014643606,0.013364528,0.01312302,26.22782007,24.70868128,17.32870711,19.05514706,0.017822023,0.017729557,0.016670786,0.016924825,-0.692512411,-0.699296048,-0.772625241,-0.753921774,0.136754605,0.137416442,0.144116627,0.142379597,0.998656504,0.998753549,0.998873757,0.998848319,2.62520569,2.62520569,2.62276348,2.62276348,0.016772005,0.016812405,0.015936085,0.01607911,286.6089688,288.1278968,294.3057846,292.578599,76.60592664,76.60592664,76.30668474,76.30668474,6.30E+07,6.35E+07,6.62E+07,6.56E+07,130976.3737,131981.3271,136781.4354,135555.7237,0.998766188,0.998855438,0.998973963,0.998961903,0.998492887,0.998508266,0.998575368,0.998560049,1.013824463,1.63694987,0.502494554,5345523ee4b0601736294a2a,0
2.15E-04,2.16E-06,6.46E-04,1.73E-08,8.62E-06,3.61E-10,0.00107603,8.63E-08,9.30E-12,1.94E-05,2.17E-09,2.37E-13,239,0,0.078994751,0,2978.347628,54.56116698,5177,#NOME?,Infinity,1218399,18.58533675,4.311071416,65536,0,18.58505316,4371.588779,1028765.178,0,0,0.9990775,0.999077501,0.999142349,0.999172973,15.48173779,15.37531719,11.49197304,9.583517157,0.63767565,0.640166248,0.729995114,0.774834448,0.004862917,0.005041741,0.004340663,0.004183995,15.48173779,15.37531719,11.49197304,9.583517157,0.005489023,0.005459657,0.005120335,0.004935194,-0.545289759,-0.553072462,-0.638156535,-0.687398115,0.064082775,0.064537521,0.069190009,0.071803196,0.999620108,0.999579062,0.999654661,0.999679843,2.17005767,2.17005767,2.169393382,2.169393382,0.005336966,0.005264961,0.004955651,0.00486347,74.66217109,74.76890344,78.31700344,80.22585837,21.3717006,21.3717006,21.28821739,21.28821739,1.48E+07,1.49E+07,1.65E+07,1.73E+07,31290.26856,31409.96006,34150.87928,35579.83867,0.999636246,0.999604759,0.999678786,0.999701897,0.999538639,0.999538639,0.999571078,0.999586397,0.38671875,0.583567867,1.018234166,53455243e4b0601736294da0,0
3.04E-04,3.18E-06,9.10E-04,4.51E-08,1.27E-05,1.25E-09,0.001515817,2.25E-07,2.01E-11,2.86E-05,7.47E-09,4.32E-13,203,0,0.059539795,0,3003.111545,53.24469492,3902,#NOME?,Infinity,556058,8.481356157,2.912276799,65536,0,8.481226741,1315.146987,216024.0308,0,0,0.998770092,0.998770092,0.998836132,0.998866752,6.908327566,6.466128412,4.8109375,3.013480392,0.744282194,0.760650584,0.821220864,0.888016126,0.007347076,0.007304437,0.00699297,0.006786595,6.908327566,6.466128412,4.8109375,3.013480392,0.007432353,0.007432353,0.007035443,0.006850304,-0.700062108,-0.700062108,-0.76506039,-0.797558038,0.08929283,0.08929283,0.093162246,0.095111515,0.999389108,0.999385356,0.99941962,0.999436146,2.150803537,2.150803537,2.150214461,2.150214461,0.007411034,0.007411034,0.00699297,0.006829068,51.7166723,52.15887145,53.60235971,55.4005194,13.51340024,13.51340024,13.46061352,13.46061352,6767308.71,6810126.294,7337220.847,7924154.67,17102.60672,17300.2665,18248.02707,19427.48921,0.99940508,0.999397029,0.999435822,0.999454625,0.999384852,0.999384852,0.999417892,0.999433211,0.280975342,0.393404918,1.068782012,53455256e4b0601736295752,0
6.17E-04,1.65E-05,0.001848212,4.21E-07,6.60E-05,2.86E-08,0.003073129,2.10E-06,1.29E-09,1.48E-04,1.72E-07,4.53E-11,192,0,0.124160767,0,1357.141747,36.00789779,8137,#NOME?,Infinity,1157675,17.64957204,4.201139374,65536,0,17.64930273,2669.924842,422759.688,0,0,0.997540941,0.997663822,0.997703543,0.997764748,13.04525952,10.22843522,8.730330882,6.425061275,0.792976599,0.837678549,0.860910063,0.897637171,0.014363968,0.013670619,0.013487135,0.012745824,13.04525952,10.22843522,8.730330882,6.425061275,0.014843009,0.014099828,0.013885416,0.013515156,-0.709058505,-0.773695162,-0.788007227,-0.820325538,0.127173262,0.132794104,0.133767956,0.136458299,0.998793964,0.998840817,0.998857642,0.998928281,2.333041138,2.333041138,2.331740196,2.331740196,0.014629815,0.013993231,0.013758,0.01340096,118.3566791,121.1764555,122.1777571,124.484682,31.5344509,31.5344509,31.41126945,31.41126945,1.77E+07,1.86E+07,1.89E+07,1.98E+07,43300.69783,44922.20947,45633.57552,47197.42961,0.998816904,0.998881668,0.998894426,0.998973828,0.998769704,0.998831219,0.998851103,0.99888174,0.474563599,0.692166836,0.80044131,5345526ce4b0601736296478,0
5.68E-04,5.51E-06,0.001702377,8.25E-08,2.20E-05,4.95E-09,0.002833461,4.12E-07,2.00E-10,4.94E-05,2.97E-08,4.21E-12,186,0,0.11656189,0,1251.080707,34.90572244,7639,#NOME?,Infinity,1032569,15.7424061,3.96767011,65536,0,15.74216589,2180.234955,310047.0117,0,0,0.997755989,0.997817434,0.997948374,0.99785656,13.00899654,12.44755094,7.677941176,10.56666667,0.782312192,0.791707218,0.871016725,0.822488446,0.012890022,0.012670485,0.01149933,0.012476537,13.00899654,12.44755094,7.677941176,10.56666667,0.013499802,0.013149528,0.012383132,0.012896055,-0.69971309,-0.733451086,-0.802994858,-0.753413626,0.120100145,0.122940008,0.128362234,0.124368014,0.998904152,0.998937982,0.999031377,0.998952627,2.322429835,2.322429835,2.321170343,2.321170343,0.013342519,0.013000292,0.012290172,0.012617175,111.8426406,112.4056668,116.7062699,113.8160345,29.90592357,29.90592357,29.78910356,29.78910356,1.46E+07,1.45E+07,1.59E+07,1.51E+07,38420.11578,38407.42461,41191.55075,39544.70742,0.998938867,0.998970894,0.999080833,0.998995016,0.998877355,0.998908112,0.998973652,0.998927696,0.438919067,0.667135765,0.811453973,53455278e4b0601736296b96,0
0.001556672,2.16E-05,0.004661676,1.58E-06,8.61E-05,4.15E-08,0.007741719,7.88E-06,1.92E-09,1.93E-04,2.48E-07,8.51E-11,234,0,0.401000977,0,515.2373661,22.21471166,26280,#NOME?,Infinity,4680022,71.25175394,8.441075402,65536,0,71.25066672,13360.84789,2615763.469,0,0,0.994348693,0.994563396,0.994737376,0.994645711,15.35258747,9.830465206,6.18403799,8.502205882,0.910220495,0.942512993,0.963695229,0.950085909,0.031339288,0.029405237,0.027787454,0.029483421,15.35258747,9.830465206,6.18403799,8.502205882,0.034028406,0.032714738,0.031799456,0.032261817,-0.794240334,-0.840788744,-0.869185971,-0.852744052,0.209378598,0.21528645,0.218423647,0.216397501,0.997280716,0.997371893,0.997554332,0.997405274,2.881845444,2.881845444,2.878400735,2.878400735,0.03322872,0.032072334,0.031047761,0.031728103,334.7685383,340.2972501,342.5969524,340.2749107,85.69602653,85.69602653,85.36127643,85.36127643,5.62E+07,5.77E+07,5.84E+07,5.78E+07,132099.8898,135169.441,136573.5859,135323.6325,0.99738844,0.997489751,0.997707975,0.997542675,0.997170319,0.99727797,0.997365196,0.99731924,1.096405029,1.771723485,0.5375544,53455279e4b0601736296c44,0
3.13E-04,2.82E-06,9.40E-04,4.34E-08,1.13E-05,4.42E-10,0.001564764,2.17E-07,2.78E-12,2.53E-05,2.65E-09,5.89E-14,122,0,0.046875,0,2223.539068,46.69771959,3072,#NOME?,Infinity,301640,4.600534066,2.14488556,65536,0,4.600463867,460.7953091,47061.01245,0,0,0.998708617,0.998739354,0.998805514,0.998836132,11.16733564,9.83077278,7.509466912,6.228094363,0.725147084,0.758042862,0.814450898,0.846111937,0.007625359,0.007319686,0.006992189,0.006683779,11.16733564,9.83077278,7.509466912,6.228094363,0.007782642,0.007618157,0.007199345,0.007035443,-0.65552966,-0.683944732,-0.751833703,-0.780249844,0.086951205,0.088808445,0.092927698,0.094659802,0.999355733,0.999371695,0.999408328,0.999429056,2.197770088,2.197770088,2.196997549,2.196997549,0.007718683,0.007468922,0.007135637,0.007014207,74.88943822,76.22709512,78.22920554,79.51110994,20.32488741,20.32488741,20.24549332,20.24549332,1.13E+07,1.18E+07,1.24E+07,1.29E+07,27374.10471,28270.68334,29527.9414,30362.41417,0.999370813,0.999392133,0.999431696,0.999458346,0.999354095,0.999369473,0.999402574,0.999417892,0.211273193,0.312351024,0.975465837,5345527ae4b0601736296c80,0
6.76E-04,6.22E-06,0.002024994,2.92E-07,2.49E-05,1.78E-09,0.003369608,1.46E-06,1.92E-10,5.59E-05,1.06E-08,1.03E-12,140,0,0.118743896,0,1057.339764,32.1543417,7782,#NOME?,Infinity,907998,13.84106104,3.720357649,65536,0,13.84084984,1655.745938,202559.8342,0,0,0.997356637,0.997540941,0.997611742,0.997581141,22.07526336,13.54103806,10.7145527,12.81917892,0.762277177,0.85418005,0.884165728,0.861412762,0.015019948,0.013317576,0.013135471,0.01330457,22.07526336,13.54103806,10.7145527,12.81917892,0.015829856,0.014821689,0.014377097,0.014583462,-0.691380485,-0.774723403,-0.807225729,-0.790104935,0.128792861,0.136266248,0.138822408,0.137356473,0.998722924,0.998867949,0.998883381,0.998872548,2.436632065,2.436632065,2.434926471,2.434926471,0.015608615,0.014651134,0.014270916,0.014477282,169.5088,178.0476624,180.1429919,178.0373667,46.47833244,46.47833244,46.29677645,46.29677645,2.86E+07,3.16E+07,3.25E+07,3.16E+07,66647.79042,72307.60949,73873.66006,72381.53849,0.998775837,0.998929077,0.99895176,0.998938357,0.998677432,0.998769704,0.998805147,0.998789828,0.42388916,0.652425686,0.75658081,53455287e4b06017362975f4,0
4.21E-04,4.39E-06,0.001262336,3.13E-08,1.75E-05,5.38E-10,0.002101813,1.57E-07,4.75E-11,3.94E-05,3.23E-09,9.40E-13,137,0,0.061553955,0,2011.036844,43.86863001,4034,#NOME?,Infinity,419464,6.396821414,2.529193827,65536,0,6.396723806,709.7418452,82290.26859,0,0,0.998370536,0.998309073,0.998468736,0.998438123,8.789757785,10.11577086,5.68125,7.311029412,0.803593702,0.773964067,0.872555477,0.835995484,0.009583907,0.009942236,0.008460069,0.009078402,8.789757785,10.11577086,5.68125,7.311029412,0.009783828,0.01015543,0.009235855,0.009399755,-0.745323602,-0.697669483,-0.811345582,-0.790251692,0.107501657,0.104027492,0.111933784,0.110478173,0.999186932,0.999158281,0.999296738,0.999223015,2.231111111,2.231111111,2.230208333,2.230208333,0.00971987,0.010019467,0.00915091,0.009272338,85.65068611,84.32334209,88.40828647,86.77796768,22.38981577,22.38981577,22.30235556,22.30235556,1.33E+07,1.28E+07,1.42E+07,1.37E+07,31676.05011,30865.12809,33494.79525,32401.76484,0.999209189,0.999179088,0.999333035,0.999249157,0.999184929,0.999154171,0.999234069,0.99921875,0.260101318,0.377682712,0.855890899,53455293e4b0601736297a44,0
2.35E-04,3.09E-06,7.05E-04,3.33E-08,1.24E-05,8.00E-10,0.001173618,1.66E-07,8.62E-12,2.78E-05,4.80E-09,2.69E-13,131,0,0.0418396,0,2820.968303,52.88869444,2742,#NOME?,Infinity,315956,4.819428944,2.195319782,65536,0,4.819355405,559.5723142,65522.33553,0,0,0.998954531,0.999077499,0.999081102,0.999081102,14.90082276,8.844475202,8.432689951,8.420894608,0.596482082,0.760489452,0.770745498,0.771066171,0.006130876,0.005395698,0.005220531,0.005212516,14.90082276,8.844475202,8.432689951,8.420894608,0.006253566,0.005531662,0.005511853,0.005490617,-0.556272176,-0.722934473,-0.722943479,-0.727863736,0.069335695,0.079014365,0.078873971,0.07914108,0.999478653,0.999550037,0.999562123,0.999568382,2.164429066,2.164429066,2.163786765,2.163786765,0.006173514,0.005510342,0.005490617,0.005461365,63.61182211,69.6710327,69.79174091,69.80366252,18.47040118,18.47040118,18.39825118,18.39825118,9924119.424,1.21E+07,1.23E+07,1.23E+07,23396.46884,27518.9252,27772.14628,27776.26254,0.999491043,0.999571122,0.999582401,0.99958494,0.999477124,0.999538639,0.999540441,0.999540441,0.202438354,0.301230012,1.245449733,53455298e4b0601736297dec,0
3.04E-04,3.46E-06,9.10E-04,4.07E-08,1.38E-05,2.13E-11,0.001515817,2.03E-07,4.62E-12,3.11E-05,1.27E-10,2.27E-13,153,0,0.049697876,0,2563.191617,49.54508183,3257,#NOME?,Infinity,360831,5.503458213,2.345945058,65536,0,5.503374237,639.6671674,77634.08175,0,0,0.998800831,0.998770094,0.998836133,0.998866752,6.339100346,7.244290657,4.739552696,4.062193627,0.79450977,0.765166842,0.845758967,0.867802516,0.007110586,0.007317709,0.006878774,0.006672399,6.339100346,7.244290657,4.739552696,4.062193627,0.00722523,0.007360348,0.00699297,0.006850304,-0.710430749,-0.686314601,-0.74740741,-0.772962097,0.089046244,0.087527727,0.09116207,0.092700834,0.999402491,0.999390721,0.999421966,0.999435432,2.167043445,2.167043445,2.166390931,2.166390931,0.007131905,0.00729639,0.006921247,0.006744123,60.02345814,59.11755731,61.38020058,62.05832467,15.43130849,15.43130849,15.37102994,15.37102994,8121219.349,7773450.7,8563819.636,8764598.744,20510.39402,19905.37295,21406.48665,21792.36324,0.999420086,0.999406455,0.999437344,0.999454483,0.999400231,0.999384852,0.999417892,0.999433211,0.230300903,0.329702749,1.070249526,534552a0e4b06017362981c8,0
