ZERNIKE_MAGNITUDE_00,ZERNIKE_MAGNITUDE_11,ZERNIKE_MAGNITUDE_20,ZERNIKE_MAGNITUDE_22,ZERNIKE_MAGNITUDE_31,ZERNIKE_MAGNITUDE_33,ZERNIKE_MAGNITUDE_40,ZERNIKE_MAGNITUDE_42,ZERNIKE_MAGNITUDE_44,ZERNIKE_MAGNITUDE_51,ZERNIKE_MAGNITUDE_53,ZERNIKE_MAGNITUDE_55,FIRSTORDER_MAX,FIRSTORDER_MIN,FIRSTORDER_MEAN,FIRSTORDER_MEDIAN,FIRSTORDER_KURTOSIS,FIRSTORDER_SKEWNESS,FIRSTORDER_SUM,FIRSTORDER_LOGSUM,FIRSTORDER_INVERSESUM,FIRSTORDER_SQUARESUM,FIRSTORDER_VARIANCE,FIRSTORDER_STDDEV,FIRSTORDER_SIZE,FIRSTORDER_MOMENT1,FIRSTORDER_MOMENT2,FIRSTORDER_MOMENT3,FIRSTORDER_MOMENT4,FIRSTORDER_GEOMETRICMEAN,FIRSTORDER_HARMONICMEAN,HARALICK_ASM_DIAGONAL,HARALICK_ASM_ANTIDIAGONAL,HARALICK_ASM_HORIZONTAL,HARALICK_ASM_VERTICAL,HARALICK_CONTRAST_DIAGONAL,HARALICK_CONTRAST_ANTIDIAGONAL,HARALICK_CONTRAST_HORIZONTAL,HARALICK_CONTRAST_VERTICAL,HARALICK_CORRELATION_DIAGONAL,HARALICK_CORRELATION_ANTIDIAGONAL,HARALICK_CORRELATION_HORIZONTAL,HARALICK_CORRELATION_VERTICAL,HARALICK_DE_DIAGONAL,HARALICK_DE_ANTIDIAGONAL,HARALICK_DE_HORIZONTAL,HARALICK_DE_VERTICAL,HARALICK_DV_DIAGONAL,HARALICK_DV_ANTIDIAGONAL,HARALICK_DV_HORIZONTAL,HARALICK_DV_VERTICAL,HARALICK_ENTROPY_DIAGONAL,HARALICK_ENTROPY_ANTIDIAGONAL,HARALICK_ENTROPY_HORIZONTAL,HARALICK_ENTROPY_VERTICAL,HARALICK_ICM1_DIAGONAL,HARALICK_ICM1_ANTIDIAGONAL,HARALICK_ICM1_HORIZONTAL,HARALICK_ICM1_VERTICAL,HARALICK_ICM2_DIAGONAL,HARALICK_ICM2_ANTIDIAGONAL,HARALICK_ICM2_HORIZONTAL,HARALICK_ICM2_VERTICAL,HARALICK_IFDM_DIAGONAL,HARALICK_IFDM_ANTIDIAGONAL,HARALICK_IFDM_HORIZONTAL,HARALICK_IFDM_VERTICAL,HARALICK_SA_DIAGONAL,HARALICK_SA_ANTIDIAGONAL,HARALICK_SA_HORIZONTAL,HARALICK_SA_VERTICAL,HARALICK_SE_DIAGONAL,HARALICK_SE_ANTIDIAGONAL,HARALICK_SE_HORIZONTAL,HARALICK_SE_VERTICAL,HARALICK_SV_DIAGONAL,HARALICK_SV_ANTIDIAGONAL,HARALICK_SV_HORIZONTAL,HARALICK_SV_VERTICAL,HARALICK_VARIANCE_DIAGONAL,HARALICK_VARIANCE_ANTIDIAGONAL,HARALICK_VARIANCE_HORIZONTAL,HARALICK_VARIANCE_VERTICAL,HARALICK_CLUSTERPROMENENCE_DIAGONAL,HARALICK_CLUSTERPROMENENCE_ANTIDIAGONAL,HARALICK_CLUSTERPROMENENCE_HORIZONTAL,HARALICK_CLUSTERPROMENENCE_VERTICAL,HARALICK_CLUSTERSHADE_DIAGONAL,HARALICK_CLUSTERSHADE_ANTIDIAGONAL,HARALICK_CLUSTERSHADE_HORIZONTAL,HARALICK_CLUSTERSHADE_VERTICAL,HARALICK_TEXTUREHOMOGENEITY_DIAGONAL,HARALICK_TEXTUREHOMOGENEITY_ANTIDIAGONAL,HARALICK_TEXTUREHOMOGENEITY_HORIZONTAL,HARALICK_TEXTUREHOMOGENEITY_VERTICAL,HARALICK_MAXPROBABILITY_DIAGONAL,HARALICK_MAXPROBABILITY_ANTIDIAGONAL,HARALICK_MAXPROBABILITY_HORIZONTAL,HARALICK_MAXPROBABILITY_VERTICAL,TAMURA_COARSENESS,TAMURA_CONTRAST,TAMURA_DIRECTIONALITY,ID,CLASS
0.001155266,2.61E-05,0.003460617,5.32E-07,1.04E-04,2.97E-08,0.005750458,2.65E-06,9.53E-10,2.34E-04,1.78E-07,4.09E-11,142,0,0.228988647,0,586.647472,24.06980965,15007,#NOME?,Infinity,1945139,29.62848199,5.443205121,65536,0,29.6280299,3881.832192,514986.6912,0,0,0.995821435,0.995790741,0.996082367,0.995960037,24.21142637,25.01059592,11.61280637,17.79365809,0.874680231,0.870543682,0.939656131,0.907538441,0.022033787,0.021091177,0.017118944,0.018543425,24.21142637,25.01059592,11.61280637,17.79365809,0.024268849,0.02438785,0.022350792,0.023358136,-0.720257026,-0.713981832,-0.81722123,-0.763913736,0.164158256,0.163451264,0.174395296,0.16869599,0.998063154,0.998157955,0.998499473,0.998362852,2.83017301,2.83017301,2.826930147,2.826930147,0.023267835,0.023575242,0.021674966,0.022550377,370.0616555,369.2607604,381.1443441,374.9585817,96.77087545,96.77087545,96.39286422,96.39286422,7.84E+07,7.82E+07,8.29E+07,8.05E+07,166114.8194,165668.9001,174170.1827,169839.6811,0.998198276,0.998277589,0.998620324,0.998487612,0.997908497,0.997893118,0.998039216,0.997977941,0.672180176,1.106013428,0.349630074,53455048e4b06017362853ac,1
5.38E-04,6.49E-06,0.001614363,1.55E-07,2.59E-05,3.23E-09,0.002687106,7.74E-07,8.52E-11,5.83E-05,1.94E-08,4.12E-12,108,0,0.073440552,0,1269.739217,35.35576644,4813,#NOME?,Infinity,428721,6.53646953,2.556652016,65536,0,6.536369791,590.847113,54250.159,0,0,0.997878885,0.997971062,0.99800959,0.998101409,15.52252211,11.75046521,10.64417892,7.264889706,0.789261768,0.840472299,0.854925332,0.900983301,0.012018917,0.0109605,0.010884642,0.010082246,15.52252211,11.75046521,10.64417892,7.264889706,0.012676563,0.01209785,0.011848184,0.011385745,-0.691484427,-0.75122096,-0.772615838,-0.820521032,0.115362451,0.120207551,0.1216788,0.125365436,0.998964607,0.999045463,0.999046456,0.999129455,2.350019223,2.350019223,2.348651961,2.348651961,0.012506007,0.011812651,0.011733988,0.011199826,137.2571178,141.0324166,141.5577034,144.9394895,36.85954099,36.85954099,36.71555841,36.71555841,2.30E+07,2.42E+07,2.44E+07,2.53E+07,53773.66215,56156.02699,56568.7282,58556.86935,0.998999563,0.999088626,0.999088309,0.999182276,0.99893887,0.998985006,0.999004289,0.999050245,0.281600952,0.428294983,0.621252028,5345504de4b06017362856f4,1
6.46E-04,9.83E-06,0.001936865,1.76E-07,3.93E-05,2.51E-09,0.003222675,8.81E-07,2.02E-10,8.82E-05,1.50E-08,7.72E-12,211,0,0.159317017,0,1166.046253,33.63940456,10441,#NOME?,Infinity,1745447,26.60843169,5.158336136,65536,0,26.60802568,4617.184369,825570.8182,0,0,0.997510223,0.99760238,0.997672942,0.997642341,15.24309112,10.65334871,9.464797794,9.353737745,0.805933946,0.864367842,0.879027676,0.880447167,0.014591547,0.013891006,0.013160852,0.013507581,15.24309112,10.65334871,9.464797794,9.353737745,0.014964845,0.014492738,0.01404931,0.01423444,-0.74840941,-0.78789423,-0.820764603,-0.805225653,0.133183169,0.13661912,0.139165516,0.137854579,0.998774134,0.998833845,0.99887676,0.998869994,2.388589004,2.388589004,2.387071078,2.387071078,0.014850201,0.014300864,0.013900657,0.014064551,147.4833269,152.0756776,152.64587,152.7561521,39.31068996,39.31068996,39.15713257,39.15713257,2.42E+07,2.57E+07,2.60E+07,2.60E+07,56937.33214,59872.44071,60360.74792,60509.38752,0.998814127,0.998888348,0.998938249,0.998913502,0.998754325,0.998800461,0.998835784,0.998820466,0.578018188,0.882735707,0.978823337,5345505be4b0601736285f7e,1
6.85E-04,3.83E-06,0.002054451,1.60E-07,1.53E-05,7.04E-09,0.003418988,8.01E-07,1.66E-10,3.43E-05,4.22E-08,8.05E-12,135,0,0.127792358,0,971.2937703,31.01323222,8375,#NOME?,Infinity,1012813,15.43820461,3.929148077,65536,0,15.43796904,1881.231403,231496.3715,0,0,0.997356637,0.997479505,0.997550543,0.997550545,22.65814687,17.04565936,14.35045956,13.03645833,0.796714616,0.847068984,0.870745536,0.882580733,0.014909674,0.013798795,0.012972193,0.013055732,22.65814687,17.04565936,14.35045956,13.03645833,0.015835081,0.015142592,0.014675632,0.014625144,-0.689421385,-0.746734721,-0.781044478,-0.785237978,0.128537448,0.133727441,0.136495593,0.136858087,0.998727014,0.998824711,0.99888531,0.998877875,2.487504806,2.487504806,2.48560049,2.48560049,0.015592521,0.014772116,0.014311807,0.014362295,206.3717898,211.9883339,213.8065396,215.1202913,55.78930436,55.78930436,55.57137739,55.57137739,4.00E+07,4.19E+07,4.27E+07,4.35E+07,87822.77581,91475.24613,92857.68042,94130.09551,0.998786485,0.998886513,0.998955627,0.998939043,0.998677432,0.998738947,0.99877451,0.99877451,0.452438354,0.703818609,0.637272092,53455061e4b06017362861fa,1
5.38E-04,2.17E-06,0.001614385,1.88E-07,8.66E-06,5.07E-09,0.002687214,9.39E-07,5.79E-11,1.95E-05,3.04E-08,5.00E-12,138,0,0.095504761,0,1328.078489,36.06501923,6259,#NOME?,Infinity,738409,11.2582778,3.355335721,65536,0,11.25810601,1362.366981,168332.38,0,0,0.997971059,0.997848159,0.9980708,0.998009587,14.12884275,17.62965013,8.464644608,11.39362745,0.818132662,0.773070053,0.890615636,0.852765857,0.010943946,0.012527327,0.010979449,0.011443911,14.12884275,17.62965013,8.464644608,11.39362745,0.012199222,0.012942412,0.011642602,0.011970395,-0.755484568,-0.67966733,-0.808013607,-0.774453681,0.121251636,0.115049308,0.125141745,0.122535404,0.999088279,0.998946117,0.99907695,0.999038885,2.356139946,2.356139946,2.354748775,2.354748775,0.012063259,0.012827768,0.011528406,0.011813727,146.7411163,143.2367254,151.7948595,148.8645396,38.87551936,38.87551936,38.72366187,38.72366187,2.70E+07,2.61E+07,2.91E+07,2.81E+07,60344.71408,58415.15697,64127.86258,62220.65152,0.999140618,0.998982106,0.999125779,0.999097216,0.998985006,0.998923491,0.999034926,0.999004289,0.361068726,0.555814721,0.789759108,53455063e4b060173628634a,1
5.09E-04,5.56E-06,0.001526415,7.45E-08,2.22E-05,5.81E-10,0.002541076,3.72E-07,3.99E-12,5.00E-05,3.48E-09,4.13E-13,135,0,0.092407227,0,1342.164151,36.37524001,6056,#NOME?,Infinity,718776,10.9592795,3.310480252,65536,0,10.95911227,1319.711107,161201.7086,0,0,0.998032513,0.998093967,0.998162625,0.998132017,15.32339869,12.5294579,9.713633578,10.01378676,0.806304773,0.841621546,0.876733806,0.872924856,0.011232872,0.010605384,0.009589832,0.010517008,15.32339869,12.5294579,9.713633578,10.01378676,0.01177694,0.011413389,0.011023494,0.011208628,-0.711814903,-0.751580774,-0.789914209,-0.769591488,0.11371403,0.116826019,0.119535205,0.117998395,0.999051392,0.999112609,0.999208103,0.999110399,2.352479815,2.352479815,2.351102941,2.351102941,0.011598338,0.011242834,0.010981022,0.011073195,148.3780754,151.1736807,153.3667147,153.0661302,39.58649212,39.58649212,39.43185739,39.43185739,2.83E+07,2.93E+07,3.02E+07,3.03E+07,62307.04437,64168.81935,65826.521,65823.14625,0.999088787,0.999146378,0.999253416,0.99915294,0.999015763,0.999046521,0.999080882,0.999065564,0.360351563,0.546939882,0.864405099,5345506be4b0601736286712,1
5.29E-04,7.06E-06,0.00158491,8.55E-08,2.82E-05,8.68E-09,0.002637744,4.27E-07,2.68E-10,6.34E-05,5.20E-08,2.50E-12,137,0,0.106384277,0,1229.190969,34.98725606,6972,#NOME?,Infinity,903680,13.77795512,3.711866797,65536,0,13.77774489,1789.315945,233339.8382,0,0,0.997848166,0.997940342,0.998009598,0.9980402,25.86571319,21.46085352,17.43854167,16.02061887,0.732328524,0.777912239,0.818830044,0.833560921,0.011160017,0.010282772,0.009644399,0.00988619,25.86571319,21.46085352,17.43854167,16.02061887,0.012641119,0.01207568,0.011585335,0.011519604,-0.587396198,-0.650582156,-0.700771743,-0.708143119,0.102263982,0.107593405,0.111444682,0.112025615,0.999065799,0.999135961,0.99919099,0.999185141,2.4,2.4,2.3984375,2.3984375,0.012122746,0.011822668,0.01132557,0.011196131,173.1008659,177.5071587,180.7700656,182.1886064,48.35614922,48.35614922,48.16725801,48.16725801,3.58E+07,3.73E+07,3.89E+07,3.94E+07,75718.33814,78608.64281,81284.00382,82197.43083,0.999105483,0.999183744,0.999235881,0.999239546,0.998923491,0.998969627,0.999004289,0.999019608,0.400970459,0.626884516,0.523328675,53455070e4b0601736286944,1
8.52E-04,9.72E-06,0.002552932,1.22E-07,3.88E-05,2.82E-09,0.004247033,6.07E-07,5.97E-11,8.72E-05,1.69E-08,2.27E-12,150,0,0.172088623,0,786.2444207,27.89732687,11278,#NOME?,Infinity,1482882,22.59771396,4.753705288,65536,0,22.59736915,2996.810984,401500.9626,0,0,0.996895945,0.996865236,0.996999838,0.996999833,17.30946559,19.23343329,13.3890625,13.4122549,0.868982584,0.854419842,0.898259684,0.89808345,0.016480681,0.016267034,0.015291995,0.014980929,17.30946559,19.23343329,13.3890625,13.4122549,0.018515356,0.018687873,0.017735989,0.017830009,-0.736607839,-0.72483617,-0.785476149,-0.779037831,0.146147093,0.144987069,0.150598329,0.149986878,0.998631826,0.998638424,0.998746986,0.998747949,2.590757401,2.590757401,2.588449755,2.588449755,0.018062698,0.018270872,0.017357194,0.01739059,253.5408133,251.6157745,256.4221789,256.3988148,66.14511978,66.14511978,65.88674041,65.88674041,4.89E+07,4.82E+07,5.00E+07,5.01E+07,108418.8597,107042.6629,110501.8807,110541.4338,0.998702287,0.998711292,0.998821961,0.998831831,0.998446751,0.998431373,0.998498775,0.998498775,0.561325073,0.897724049,0.481090698,53455072e4b06017362869a8,1
0.001076943,1.30E-05,0.003227083,2.38E-07,5.19E-05,7.69E-09,0.005366002,1.19E-06,2.37E-10,1.16E-04,4.61E-08,6.12E-12,150,0,0.212539673,0,635.5187087,25.05808665,13929,#NOME?,Infinity,1809313,27.56317288,5.250064084,65536,0,27.5627523,3626.116227,482821.6749,0,0,0.996097684,0.996097684,0.996265806,0.996296384,22.40529027,21.2236832,15.26678922,13.6213848,0.860903027,0.868238703,0.904849342,0.915104367,0.019106778,0.01905065,0.017978339,0.018064435,22.40529027,21.2236832,15.26678922,13.6213848,0.022660765,0.022744807,0.021713669,0.021527934,-0.718750557,-0.713998764,-0.76794685,-0.778485634,0.158441875,0.15792387,0.163418104,0.164520393,0.998363438,0.998394164,0.998479681,0.998461148,2.729442522,2.729442522,2.726593137,2.726593137,0.021989889,0.021863156,0.021118761,0.020816607,307.0785363,308.2608297,312.9499873,314.5970268,80.67139218,80.67139218,80.35626955,80.35626955,5.75E+07,5.81E+07,5.99E+07,6.05E+07,129376.2133,130415.2512,133694.6033,134845.2797,0.998473312,0.998486954,0.998593201,0.998582029,0.998046905,0.998046905,0.998131127,0.998146446,0.636856079,1.045640797,0.357444541,53455072e4b06017362869c4,1
5.68E-04,4.57E-06,0.001702478,8.31E-08,1.82E-05,1.51E-09,0.002833966,4.15E-07,5.56E-11,4.10E-05,9.06E-09,1.88E-12,139,0,0.106536865,0,1197.711848,34.3700612,6982,#NOME?,Infinity,855014,13.03532707,3.610446935,65536,0,13.03512817,1617.570449,203514.8999,0,0,0.997817436,0.997878886,0.997948375,0.997948377,16.37158016,13.47558631,10.30655637,10.36295956,0.815504135,0.848139891,0.883397485,0.882759372,0.012247353,0.012002823,0.011359583,0.011551425,16.37158016,13.47558631,10.30655637,10.36295956,0.01308557,0.012633924,0.012298188,0.012226464,-0.703873879,-0.748609428,-0.77751003,-0.784639671,0.118793817,0.122483115,0.124586117,0.125151555,0.998968254,0.998988962,0.99904122,0.999019488,2.394617455,2.394617455,2.39307598,2.39307598,0.01292024,0.012340678,0.011984851,0.011976835,166.7745826,169.6733375,172.1440691,172.0877041,44.407345,44.407345,44.23387881,44.23387881,3.23E+07,3.32E+07,3.43E+07,3.43E+07,70664.01751,72525.88458,74438.8789,74410.45396,0.9990162,0.999040783,0.999095214,0.999073726,0.998908112,0.99893887,0.998973652,0.998973652,0.40007019,0.613723679,0.764372172,53455073e4b06017362869e0,1
5.38E-04,4.71E-06,0.001614418,8.46E-08,1.88E-05,1.10E-09,0.002687377,4.23E-07,7.84E-11,4.23E-05,6.57E-09,2.65E-12,121,0,0.088577271,0,1247.106372,35.11515578,5805,#NOME?,Infinity,620795,9.464878446,3.076504257,65536,0,9.464734023,1022.50905,111720.6825,0,0,0.997971059,0.997909609,0.998040195,0.998009587,14.74737409,18.21096501,11.47738971,13.37490809,0.826473287,0.785718537,0.864420777,0.842005919,0.011387389,0.011496116,0.010518862,0.010918038,14.74737409,18.21096501,11.47738971,13.37490809,0.012177902,0.012528178,0.011713539,0.011941144,-0.733684877,-0.697261542,-0.77761594,-0.753863897,0.118373586,0.115418058,0.121624685,0.119766381,0.999015635,0.99901721,0.999111378,0.99905904,2.376839677,2.376839677,2.375367647,2.375367647,0.011871384,0.012341529,0.011463911,0.011657059,160.8180796,157.3522651,163.4196277,161.5211962,42.52859094,42.52859094,42.36246364,42.36246364,3.09E+07,2.95E+07,3.20E+07,3.12E+07,68008.59481,65498.33718,69959.67628,68562.76226,0.999063113,0.99906475,0.999165316,0.999113752,0.998985006,0.998954248,0.999019608,0.999004289,0.333831787,0.517704149,0.865300454,5345507ee4b0601736286da8,1
7.64E-04,7.71E-06,0.002289055,7.32E-08,3.08E-05,3.65E-09,0.00380878,3.66E-07,1.57E-10,6.92E-05,2.19E-08,2.63E-12,138,0,0.138900757,0,900.4973855,29.75954968,9103,#NOME?,Infinity,1084199,16.52452257,4.065036601,65536,0,16.52427042,1999.031953,245889.6775,0,0,0.997172346,0.997172347,0.997305764,0.997275168,15.819208,15.66280661,10.39512868,11.67895221,0.861430888,0.862800894,0.908586707,0.897296944,0.016314415,0.015781217,0.014845605,0.014294194,15.819208,15.66280661,10.39512868,11.67895221,0.016936564,0.016915245,0.016100962,0.016320546,-0.746321911,-0.747900015,-0.803916897,-0.787604805,0.141290198,0.141437997,0.146325534,0.144849243,0.998607132,0.99864813,0.99871774,0.998795394,2.518292964,2.518292964,2.516268382,2.516268382,0.016680731,0.016519563,0.015859349,0.015972753,218.7611394,218.9183471,223.2883616,222.0039709,57.14771989,57.14771989,56.92448661,56.92448661,4.20E+07,4.20E+07,4.36E+07,4.32E+07,92762.46291,92884.07689,95895.97959,95100.83691,0.99867056,0.998714532,0.998793835,0.998861881,0.99858516,0.99858516,0.998651961,0.998636642,0.471603394,0.742068243,0.676589719,53455090e4b0601736287312,1
8.42E-04,4.54E-06,0.002523721,8.86E-08,1.81E-05,5.07E-09,0.004198879,4.43E-07,9.09E-11,4.07E-05,3.04E-08,6.24E-12,151,0,0.176834106,0,783.2916753,27.89336143,11589,#NOME?,Infinity,1577485,24.03960738,4.90302023,65536,0,24.03924056,3287.697942,452666.392,0,0,0.996895946,0.996895946,0.997030423,0.997061014,23.3020223,22.71077278,15.74862132,14.1432598,0.831950148,0.836214129,0.885979059,0.89760197,0.016009216,0.016388009,0.015427857,0.014786554,23.3020223,22.71077278,15.74862132,14.1432598,0.018494037,0.018488811,0.017695372,0.017531483,-0.692084481,-0.692454044,-0.74411925,-0.755750817,0.139219156,0.139255959,0.144051963,0.145161605,0.998601299,0.998580783,0.998645196,0.998716895,2.602968089,2.602968089,2.600612745,2.600612745,0.017800158,0.017821202,0.017017151,0.016798904,260.7038057,261.2949464,267.1672023,268.7736916,69.42156712,69.42156712,69.15038912,69.15038912,5.09E+07,5.12E+07,5.37E+07,5.44E+07,112135.6946,112639.8137,117091.902,118248.9837,0.998698446,0.998661811,0.998750683,0.998811265,0.998446751,0.998446751,0.998514093,0.998529412,0.576400757,0.926793133,0.470841665,5345509fe4b06017362877d2,1
6.17E-04,3.54E-06,0.001849185,1.41E-07,1.41E-05,8.87E-10,0.003077981,7.06E-07,1.95E-11,3.18E-05,5.32E-09,1.59E-12,143,0,0.124282837,0,1081.67741,32.73002168,8145,#NOME?,Infinity,1065551,16.24381958,4.030362215,65536,0,16.24357172,2142.784661,285413.2128,0,0,0.997725267,0.997633105,0.997795357,0.997795355,15.34265283,20.43727797,12.43854167,11.94417892,0.853245158,0.804514282,0.880557302,0.885304484,0.012739721,0.013119361,0.011405582,0.012175361,15.34265283,20.43727797,12.43854167,11.94417892,0.013642959,0.014128341,0.013067176,0.013173357,-0.734924252,-0.689916054,-0.783991176,-0.774110189,0.125404624,0.121533363,0.129260626,0.128450279,0.998936284,0.998885165,0.99906949,0.998973921,2.447643214,2.447643214,2.445894608,2.445894608,0.013256388,0.013872508,0.012783091,0.012837723,199.675874,194.5782495,201.7577905,202.2518874,52.32316118,52.32316118,52.11877383,52.11877383,4.16E+07,3.96E+07,4.24E+07,4.28E+07,88473.05458,84813.58304,89975.17804,90490.09541,0.998999172,0.998943882,0.999124689,0.999043101,0.998861976,0.99881584,0.998897059,0.998897059,0.451690674,0.702780396,0.612756566,534550b2e4b06017362883f8,1
0.001243379,1.04E-05,0.003725065,2.16E-07,4.17E-05,3.29E-08,0.006191558,1.08E-06,3.49E-10,9.35E-05,1.97E-07,1.77E-11,157,0,0.256958008,0,540.2625422,23.12330206,16840,#NOME?,Infinity,2273724,34.62877588,5.884621983,65536,0,34.62824748,4712.003037,647856.9722,0,0,0.995483818,0.99548382,0.995715426,0.995684854,27.84633602,25.24718185,16.45919118,18.3807598,0.849336239,0.863399071,0.910598303,0.900160883,0.024240019,0.023936666,0.022516662,0.022067152,27.84633602,25.24718185,16.45919118,18.3807598,0.026861508,0.026810822,0.025536125,0.025747681,-0.71420776,-0.716633956,-0.773306279,-0.763143638,0.171464881,0.17175154,0.177997517,0.17684265,0.997905663,0.997890171,0.998047159,0.998051489,2.842814302,2.842814302,2.839522059,2.839522059,0.025461887,0.025461887,0.024392659,0.024357841,349.7398953,352.3390495,359.6733425,357.7519699,92.5897603,92.5897603,92.22808155,92.22808155,6.31E+07,6.48E+07,6.74E+07,6.65E+07,144923.3626,147414.5459,152374.4493,150869.8882,0.998020783,0.99802742,0.998194634,0.998184299,0.997739331,0.997739331,0.997855392,0.997840074,0.730133057,1.220583108,0.407832458,534550bde4b06017362888a2,1
7.93E-04,1.69E-05,0.002376592,3.07E-07,6.77E-05,8.56E-09,0.003952754,1.53E-06,2.08E-10,1.52E-04,5.13E-08,7.59E-12,136,0,0.147766113,0,853.0194858,29.01977977,9684,#NOME?,Infinity,1176644,17.9326014,4.234690237,65536,0,17.93232777,2203.733407,274312.4649,0,0,0.997110921,0.997018788,0.997213982,0.997213983,15.97281046,20.51063437,11.56256127,12.07340686,0.874725548,0.83913548,0.908959858,0.904937613,0.014428184,0.017039564,0.014738705,0.014082621,15.97281046,20.51063437,11.56256127,12.07340686,0.017278781,0.017694965,0.01652091,0.016491659,-0.745261013,-0.715038846,-0.796017364,-0.798149109,0.142535916,0.139644874,0.146999409,0.147193966,0.998777797,0.998565668,0.99874034,0.998820356,2.559384852,2.559384852,2.557199755,2.557199755,0.016823026,0.017249662,0.016211718,0.015955135,245.4968842,240.9568909,248.9042369,248.3946953,63.82948781,63.82948781,63.58015388,63.58015388,5.01E+07,4.84E+07,5.14E+07,5.12E+07,107789.747,104664.3918,110244.8385,109839.3444,0.998842755,0.998630788,0.998816026,0.998892194,0.998554402,0.998508266,0.998606005,0.998606005,0.495483398,0.783577415,0.533697661,534550cae4b0601736289116,1
6.27E-04,3.54E-06,0.001878389,3.06E-07,1.41E-05,7.22E-09,0.003126098,1.53E-06,1.83E-10,3.17E-05,4.33E-08,6.95E-12,136,0,0.096466064,0,1229.011805,34.39615734,6322,#NOME?,Infinity,659552,10.05481257,3.170932444,65536,0,10.05465914,1096.657204,124252.1788,0,0,0.997540944,0.997694545,0.997764749,0.997734148,14.202599,7.986528258,7.266421569,7.397089461,0.801254939,0.888239959,0.897918437,0.896082762,0.013976333,0.01319243,0.012628718,0.013014049,14.202599,7.986528258,7.266421569,7.397089461,0.014728365,0.013850074,0.013472683,0.013607326,-0.718352137,-0.79478011,-0.823417336,-0.811658854,0.127963612,0.134539908,0.136677376,0.135707091,0.998811539,0.998875297,0.998895524,0.998887482,2.365059592,2.365059592,2.363633578,2.363633578,0.014579129,0.013700839,0.013366503,0.013471894,134.2449463,140.4651466,140.622347,140.4911838,35.76400827,35.76400827,35.62430511,35.62430511,2.11E+07,2.29E+07,2.30E+07,2.30E+07,50489.8557,54290.9548,54392.52022,54412.99962,0.998852605,0.998914739,0.998952703,0.998937058,0.998769704,0.998846597,0.99888174,0.998866422,0.358047485,0.535547475,0.864981787,534550e1e4b0601736289d5e,1
7.73E-04,6.78E-06,0.002318184,3.38E-07,2.71E-05,2.41E-09,0.003856519,1.69E-06,1.24E-10,6.09E-05,1.44E-08,1.47E-11,140,0,0.129501343,0,998.9139411,31.0820634,8487,#NOME?,Infinity,971751,14.81119893,3.848532049,65536,0,14.81097293,1771.720314,219133.3634,0,0,0.997018785,0.997141635,0.997213982,0.997244572,17.68719723,12.20161476,9.67221201,8.942800245,0.822116531,0.877286066,0.902343709,0.909708275,0.016514544,0.01522666,0.015794055,0.015096019,17.68719723,12.20161476,9.67221201,8.942800245,0.017844201,0.017066444,0.016563382,0.016526909,-0.710614404,-0.766813488,-0.798883187,-0.801528118,0.139558768,0.144916115,0.147621869,0.147863353,0.998584637,0.998694433,0.9986474,0.998702779,2.476339869,2.476339869,2.474479167,2.474479167,0.017580321,0.016845203,0.016275427,0.01626125,187.2210441,192.710242,194.4573717,195.1868531,49.77240334,49.77240334,49.57797989,49.57797989,3.36E+07,3.56E+07,3.64E+07,3.65E+07,75902.70693,79626.1279,80971.03117,81376.11459,0.99862989,0.998757168,0.998711886,0.99876362,0.998508266,0.998569781,0.998606005,0.998621324,0.450531006,0.684562475,0.664860458,534550e8e4b060173628a184,1
0.001419606,2.00E-05,0.004251696,1.08E-06,8.00E-05,3.85E-08,0.007062459,5.39E-06,6.31E-10,1.79E-04,2.30E-07,5.75E-11,153,0,0.290710449,0,470.3784919,21.57796199,19052,#NOME?,Infinity,2540682,38.68380842,6.219630891,65536,0,38.68321815,5191.636289,703891.795,0,0,0.994808806,0.994962199,0.995165215,0.995104092,31.5368243,23.83280277,17.55465686,18.81216299,0.854745554,0.89022926,0.918829192,0.913014622,0.02770673,0.026126318,0.024163606,0.02616123,31.5368243,23.83280277,17.55465686,18.81216299,0.030927264,0.029977074,0.028966318,0.029286051,-0.69557104,-0.735647507,-0.773939242,-0.760405867,0.180125425,0.185154381,0.189496288,0.187862031,0.997522474,0.99767285,0.997794575,0.997665133,2.977808535,2.977808535,2.973988971,2.973988971,0.029269264,0.028616206,0.027329935,0.027531157,411.3857558,419.0936289,423.6643533,422.4056613,108.7961865,108.7961865,108.3712014,108.3712014,7.73E+07,8.01E+07,8.19E+07,8.12E+07,173955.2768,179182.228,182383.9375,181495.1573,0.997648805,0.997808754,0.997968418,0.997805748,0.997401,0.997477893,0.997579657,0.99754902,0.808105469,1.335527232,0.309027925,534550f4e4b060173628a680,1
